NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0121-1775,HUMAN OTC DRUG,Guaifenesin and Codeine Phosphate,,Guaifenesin and Codeine Phosphate,SOLUTION,ORAL,20061001,,OTC MONOGRAPH DRUG,M012,"PAI Holdings, LLC",CODEINE PHOSPHATE; GUAIFENESIN,10; 100,mg/5mL; mg/5mL,"Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Full Opioid Agonists [MoA], Increased Respiratory Secretions [PE], Opioid Agonist [EPC]",CV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1781,HUMAN OTC DRUG,Childrens Acetaminophen,,Acetaminophen,SUSPENSION,ORAL,20070917,,OTC MONOGRAPH DRUG,M013,"PAI Holdings, LLC dba PAI Pharma",ACETAMINOPHEN,160,mg/5mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1796,HUMAN PRESCRIPTION DRUG,Atovaquone,,Atovaquone,SUSPENSION,ORAL,20181011,,ANDA,ANDA210692,"PAI Holdings, LLC dba PAI Pharma",ATOVAQUONE,1500,mg/10mL,"Antimalarial [EPC], Antiprotozoal [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1828,HUMAN OTC DRUG,Childrens Ibuprofen Oral Suspension,,Ibuprofen,SUSPENSION,ORAL,19990430,,ANDA,ANDA074916,"Pharmaceutical Associates, Inc.",IBUPROFEN,100,mg/10mL,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20251231,M79.3,"[{""icd10_code"":""M79.3"",""description"":""Panniculitis, unspecified"",""confidence"":0.3,""context"":""general pain/inflammation""},{""icd10_code"":""M25.50"",""description"":""Pain in unspecified joint"",""confidence"":0.25,""context"":""joint pain""},{""icd10_code"":""R50.9"",""description"":""Fever, unspecified"",""confidence"":0.2,""context"":""fever reduction""},{""icd10_code"":""G43.909"",""description"":""Migraine, unspecified, not intractable, without status migrainosus"",""confidence"":0.15,""context"":""headache""},{""icd10_code"":""M79.1"",""description"":""Myalgia"",""confidence"":0.1,""context"":""muscle pain""}]",0.30
0121-1870,HUMAN OTC DRUG,Docusate Sodium,,Docusate Sodium,LIQUID,ORAL,20210816,,OTC MONOGRAPH DRUG,M007,"PAI Holdings, LLC dba PAI Pharma",DOCUSATE SODIUM,100,mg/10mL,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1882,HUMAN OTC DRUG,Acetaminophen,,Acetaminophen,SUSPENSION,ORAL,20210903,,OTC MONOGRAPH DRUG,M013,"PAI Holdings, LLC dba PAI Pharma",ACETAMINOPHEN,325,mg/10.15mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1884,HUMAN PRESCRIPTION DRUG,Phenobarbital Oral Solution,,Phenobarbital Oral,SOLUTION,ORAL,20210820,,UNAPPROVED DRUG OTHER,,"PAI Holdings, LLC dba PAI Pharma",PHENOBARBITAL,30,mg/7.5mL,,CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1896,HUMAN PRESCRIPTION DRUG,Potassium Chloride,,POTASSIUM CHLORIDE,SOLUTION,ORAL,20230327,,ANDA,ANDA210766,"PAI Holdings, LLC dba PAI Pharma",POTASSIUM CHLORIDE,20,meq/30mL,"Increased Large Intestinal Motility [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Osmotic Activity [MoA], Osmotic Laxative [EPC], Potassium Compounds [CS], Potassium Salt [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1930,HUMAN PRESCRIPTION DRUG,Lactulose,,Lactulose,"POWDER, FOR SOLUTION",ORAL,20250317,,ANDA,ANDA217914,"PAI Holdings, LLC dba PAI Pharma",LACTULOSE,20,g/20g,"Acidifying Activity [MoA], Osmotic Activity [MoA], Osmotic Laxative [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1971,HUMAN OTC DRUG,Acetaminophen,,Acetaminophen,SOLUTION,ORAL,20070801,,OTC MONOGRAPH DRUG,M013,"PAI Holdings, LLC dba PAI Pharma",ACETAMINOPHEN,650,mg/20.3mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-1996,HUMAN PRESCRIPTION DRUG,Nitrofurantoin Oral Suspension,,Nitrofurantoin Oral Suspension,SUSPENSION,ORAL,20240610,,ANDA,ANDA201355,"PAI Holdings, LLC dba PAI Pharma",NITROFURANTOIN,25,mg/5mL,"Nitrofuran Antibacterial [EPC], Nitrofurans [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2024,HUMAN PRESCRIPTION DRUG,Lacosamide,,Lacosamide,SOLUTION,ORAL,20220826,,ANDA,ANDA216151,"PAI Holdings, LLC dba PAI Pharma",LACOSAMIDE,100,mg/10mL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2036,HUMAN PRESCRIPTION DRUG,Buprenorphine and Naloxone,,buprenorphine hydrochloride and naloxone hydrochloride,TABLET,SUBLINGUAL,20230905,,ANDA,ANDA204431,"PAI Holdings, LLC dba Pharmaceutical Associates, Inc. and dba PAI Pharma",BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,8; 2,mg/1; mg/1,"Opioid Antagonist [EPC], Opioid Antagonists [MoA], Partial Opioid Agonist [EPC], Partial Opioid Agonists [MoA]",CIII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2038,HUMAN PRESCRIPTION DRUG,buprenorphine hydrochloride,,buprenorphine hydrochloride,TABLET,SUBLINGUAL,20231012,,ANDA,ANDA090622,"PAI Holdings, LLC dba Pharmaceutical Associates, Inc. and dba PAI Pharma",BUPRENORPHINE HYDROCHLORIDE,8,mg/1,"Partial Opioid Agonist [EPC], Partial Opioid Agonists [MoA]",CIII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2044,HUMAN OTC DRUG,Dye Free Childrens Ibuprofen,,Ibuprofen,SUSPENSION,ORAL,20231103,,ANDA,ANDA210602,"PAI Holdings, LLC dba PAI Pharma",IBUPROFEN,200,mg/10mL,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20261231,M79.3,"[{""icd10_code"":""M79.3"",""description"":""Panniculitis, unspecified"",""confidence"":0.3,""context"":""general pain/inflammation""},{""icd10_code"":""M25.50"",""description"":""Pain in unspecified joint"",""confidence"":0.25,""context"":""joint pain""},{""icd10_code"":""R50.9"",""description"":""Fever, unspecified"",""confidence"":0.2,""context"":""fever reduction""},{""icd10_code"":""G43.909"",""description"":""Migraine, unspecified, not intractable, without status migrainosus"",""confidence"":0.15,""context"":""headache""},{""icd10_code"":""M79.1"",""description"":""Myalgia"",""confidence"":0.1,""context"":""muscle pain""}]",0.30
0121-2106,HUMAN PRESCRIPTION DRUG,leuprolide acetate,,leuprolide acetate,KIT,SUBCUTANEOUS,20250201,,ANDA,ANDA217957,"PAI Holdings, LLC dba PAI Pharma",,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2232,HUMAN OTC DRUG,GUAIFENESIN,,GUAIFENESIN,SOLUTION,ORAL,20020901,,OTC MONOGRAPH DRUG,M012,"PAI Holdings, LLC dba PAI Pharma",GUAIFENESIN,300,mg/15mL,"Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2316,HUMAN PRESCRIPTION DRUG,Hydrocodone Bitartrate and Acetaminophen,,HYDROCODONE BITARTRATE and ACETAMINOPHEN,SOLUTION,ORAL,20130729,,ANDA,ANDA040838,"PAI Holdings, LLC dba PAI Pharma",ACETAMINOPHEN; HYDROCODONE BITARTRATE,325; 7.5,mg/15mL; mg/15mL,"Opioid Agonist [EPC], Opioid Agonists [MoA]",CII,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2397,HUMAN PRESCRIPTION DRUG,Levetiracetam,,LEVETIRACETAM,SOLUTION,ORAL,20150604,,ANDA,ANDA201157,"PAI Holdings, LLC dba PAI Pharma",LEVETIRACETAM,1500,mg/15mL,Decreased Central Nervous System Disorganized Electrical Activity [PE],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2823,HUMAN OTC DRUG,Acetaminophen,,Acetaminophen,SUSPENSION,ORAL,20210903,,OTC MONOGRAPH DRUG,M013,"PAI Holdings, LLC dba PAI Pharma",ACETAMINOPHEN,650,mg/20.3mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2826,HUMAN PRESCRIPTION DRUG,Phenobarbital Oral Solution,,Phenobarbital Oral,SOLUTION,ORAL,20210820,,UNAPPROVED DRUG OTHER,,"PAI Holdings, LLC dba PAI Pharma",PHENOBARBITAL,60,mg/15mL,,CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-2847,HUMAN PRESCRIPTION DRUG,Potassium Chloride,,POTASSIUM CHLORIDE,SOLUTION,ORAL,20230327,,ANDA,ANDA210766,"PAI Holdings, LLC dba PAI Pharma",POTASSIUM CHLORIDE,40,meq/15mL,"Increased Large Intestinal Motility [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Osmotic Activity [MoA], Osmotic Laxative [EPC], Potassium Compounds [CS], Potassium Salt [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-3036,HUMAN PRESCRIPTION DRUG,Lacosamide,,Lacosamide,SOLUTION,ORAL,20220826,,ANDA,ANDA216151,"PAI Holdings, LLC dba PAI Pharma",LACOSAMIDE,150,mg/15mL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4048,HUMAN PRESCRIPTION DRUG,Lacosamide,,Lacosamide,SOLUTION,ORAL,20220826,,ANDA,ANDA216151,"PAI Holdings, LLC dba PAI Pharma",LACOSAMIDE,200,mg/20mL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4577,HUMAN PRESCRIPTION DRUG,LACTULOSE,,LACTULOSE,SOLUTION,ORAL,19660730,,ANDA,ANDA074623,"PAI Holdings, LLC dba PAI Pharma",LACTULOSE,10,g/15mL,"Acidifying Activity [MoA], Osmotic Activity [MoA], Osmotic Laxative [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4675,HUMAN PRESCRIPTION DRUG,VALPROIC ACID,,VALPROIC ACID,SOLUTION,ORAL,20050411,,ANDA,ANDA075379,"PAI Holdings, LLC dba PAI Pharma",VALPROIC ACID,250,mg/5mL,"Anti-epileptic Agent [EPC], Decreased Central Nervous System Disorganized Electrical Activity [PE], Mood Stabilizer [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4721,HUMAN PRESCRIPTION DRUG,Fluoxetine,,FLUOXETINE HYDROCHLORIDE,SOLUTION,ORAL,20020201,,ANDA,ANDA076015,"PAI Holdings, LLC dba PAI Pharma",FLUOXETINE HYDROCHLORIDE,20,mg/5mL,"Serotonin Reuptake Inhibitor [EPC], Serotonin Uptake Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4727,HUMAN PRESCRIPTION DRUG,Ranitidine,,RANITIDINE,SYRUP,ORAL,20101101,,ANDA,ANDA077405,"Pharmaceutical Associates, Inc.",RANITIDINE,15,mg/mL,"Histamine H2 Receptor Antagonists [MoA], Histamine-2 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4759,HUMAN PRESCRIPTION DRUG,Prednisolone Sodium Phosphate,,Prednisolone Sodium Phosphate,SOLUTION,ORAL,20240322,,ANDA,ANDA076913,"PAI Holdings, LLC dba PAI Pharma",PREDNISOLONE SODIUM PHOSPHATE,15,mg/5mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4766,HUMAN OTC DRUG,Calcium Carbonate,,Calcium Carbonate,SUSPENSION,ORAL,20041201,,OTC MONOGRAPH DRUG,M001,"PAI Holdings, LLC dba PAI Pharma",CALCIUM CARBONATE,1250,mg/5mL,"Blood Coagulation Factor [EPC], Calcium [CS], Cations, Divalent [CS], Increased Coagulation Factor Activity [PE], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4772,HUMAN PRESCRIPTION DRUG,Hydrocodone Bitartrate and Acetaminophen,,HYDROCODONE BITARTRATE and ACETAMINOPHEN,SOLUTION,ORAL,20130729,,ANDA,ANDA040838,"PAI Holdings, LLC dba PAI Pharma",ACETAMINOPHEN; HYDROCODONE BITARTRATE,108; 2.5,mg/5mL; mg/5mL,"Opioid Agonist [EPC], Opioid Agonists [MoA]",CII,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4799,HUMAN PRESCRIPTION DRUG,Levetiracetam,,LEVETIRACETAM,SOLUTION,ORAL,20150604,,ANDA,ANDA201157,"PAI Holdings, LLC dba PAI Pharma",LEVETIRACETAM,500,mg/5mL,Decreased Central Nervous System Disorganized Electrical Activity [PE],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4810,HUMAN PRESCRIPTION DRUG,Nystatin,,NYSTATIN,SUSPENSION,ORAL,20160201,,ANDA,ANDA203621,"Pharmaceutical Associates, Inc.",NYSTATIN,100000,[USP'U]/mL,"Polyene Antifungal [EPC], Polyenes [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4820,HUMAN PRESCRIPTION DRUG,THEOPHYLLINE,,THEOPHYLLINE,SOLUTION,ORAL,20161216,,ANDA,ANDA206344,"PAI Holdings, LLC dba PAI Pharma",THEOPHYLLINE,80,mg/15mL,"Methylxanthine [EPC], Xanthines [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4827,HUMAN PRESCRIPTION DRUG,OXYCODONE HYDROCHLORIDE,,OXYCODONE HYDROCHLORIDE,SOLUTION,ORAL,20190408,,ANDA,ANDA206914,"PAI Holdings, LLC dba PAI Pharma",OXYCODONE HYDROCHLORIDE,5,mg/5mL,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4948,HUMAN PRESCRIPTION DRUG,Potassium Chloride,,POTASSIUM CHLORIDE,SOLUTION,ORAL,20230327,,ANDA,ANDA210766,"PAI Holdings, LLC dba PAI Pharma",POTASSIUM CHLORIDE,20,meq/15mL,"Increased Large Intestinal Motility [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Osmotic Activity [MoA], Osmotic Laxative [EPC], Potassium Compounds [CS], Potassium Salt [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4950,HUMAN PRESCRIPTION DRUG,Lidocaine Hydrochloride,,Lidocaine Hydrochloride,SOLUTION,ORAL,20240220,,ANDA,ANDA218138,"PAI Holdings, LLC dba PAI Pharma",LIDOCAINE HYDROCHLORIDE,20,mg/mL,"Amide Local Anesthetic [EPC], Amides [CS], Antiarrhythmic [EPC], Local Anesthesia [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0121-4967,HUMAN OTC DRUG,Senna,,sennosides,LIQUID,ORAL,20220322,,OTC MONOGRAPH DRUG,M007,"PAI Holdings, LLC dba PAI Pharma",SENNOSIDES,8.8,mg/5mL,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0016,HUMAN PRESCRIPTION DRUG,PreviDent,5000 Dry Mouth,Sodium fluoride,"GEL, DENTIFRICE",DENTAL,20090706,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,6.1,mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0022,HUMAN PRESCRIPTION DRUG,PreviDent 5000 Enamel Protect,,SODIUM FLUORIDE and POTASSIUM NITRATE,"GEL, DENTIFRICE",DENTAL,20110330,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",POTASSIUM NITRATE; SODIUM FLUORIDE,57.5; 5.8,mg/mL; mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0032,HUMAN OTC DRUG,Colgate Phos-Flur Ortho Defense Alcohol Free Anticavity Mint Fluoride,,SODIUM FLUORIDE,RINSE,DENTAL,20110112,,OTC MONOGRAPH DRUG,M021,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,2,mg/10mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0033,HUMAN PRESCRIPTION DRUG,PreviDent Alcohol Free,,Sodium Fluoride,MOUTHWASH,DENTAL,20160613,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,0.9,mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0034,HUMAN OTC DRUG,Colgate Phos-Flur Ortho Defense Alcohol Free Anticavity Gushing Grape Fluoride,,SODIUM FLUORIDE,RINSE,DENTAL,20110215,,OTC MONOGRAPH DRUG,M021,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,2,mg/10mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0070,HUMAN PRESCRIPTION DRUG,PreviDent,5000 Sensitive,Sodium fluoride and Potassium nitrate,"GEL, DENTIFRICE",DENTAL,20090706,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",POTASSIUM NITRATE; SODIUM FLUORIDE,57.5; 5.8,mg/mL; mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0072,HUMAN PRESCRIPTION DRUG,PreviDent 5000 Booster Plus Fruitastic,,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20150301,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,6,mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0074,HUMAN PRESCRIPTION DRUG,PreviDent 5000 Booster Plus Spearmint,,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20150301,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,6,mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0083,HUMAN OTC DRUG,Peroxyl Mouth Sore Mild Mint,,Hydrogen Peroxide,RINSE,BUCCAL,20090101,,OTC MONOGRAPH DRUG,M022,Colgate Oral Pharmaceuticals Inc.,HYDROGEN PEROXIDE,15,mg/mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0088,HUMAN PRESCRIPTION DRUG,PreviDent Fresh Mint,,Sodium Fluoride,"GEL, DENTIFRICE",DENTAL,20120829,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,5,mg/g,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0165,HUMAN OTC DRUG,Gel-Kam Fruit and Berry,,Stannous Fluoride,"GEL, DENTIFRICE",DENTAL,19900101,,OTC MONOGRAPH DRUG,M021,"Colgate Oral Pharmaceuticals, Inc.",STANNOUS FLUORIDE,1,mg/g,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0192,HUMAN OTC DRUG,Gel-Kam Mint,,Stannous Fluoride,"GEL, DENTIFRICE",DENTAL,19900101,,OTC MONOGRAPH DRUG,M021,"Colgate Oral Pharmaceuticals, Inc.",STANNOUS FLUORIDE,1,mg/g,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0272,HUMAN PRESCRIPTION DRUG,Periogard Alcohol Free,,Chlorhexidine Gluconate,RINSE,BUCCAL,20201118,,ANDA,ANDA203212,"Colgate Oral Pharmaceuticals, Inc.",CHLORHEXIDINE GLUCONATE,1.2,mg/mL,Decreased Cell Wall Integrity [PE],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0282,HUMAN PRESCRIPTION DRUG,Periogard Alcohol Free,,Chlorhexidine Gluconate,RINSE,BUCCAL,20211004,,ANDA,ANDA203212,"Colgate Oral Pharmaceuticals, Inc.",CHLORHEXIDINE GLUCONATE,1.2,mg/mL,Decreased Cell Wall Integrity [PE],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0286,HUMAN PRESCRIPTION DRUG,PreviDent,5000 Plus Fruitastic,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20120829,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,11,mg/g,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0126-0287,HUMAN PRESCRIPTION DRUG,PreviDent,5000 Plus Spearmint,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20120829,,UNAPPROVED DRUG OTHER,,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,11,mg/g,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
