NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0023-5858,HUMAN PRESCRIPTION DRUG,LILETTA,,Levonorgestrel,INTRAUTERINE DEVICE,INTRAUTERINE,20160531,,NDA,NDA206229,"Allergan, Inc.",LEVONORGESTREL,52,mg/1,"Inhibit Ovum Fertilization [PE], Progesterone Congeners [CS], Progesterone Congeners [CS], Progestin [EPC], Progestin-containing Intrauterine System [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-5862,HUMAN PRESCRIPTION DRUG,Taytulla,,"norethindrone acetate and ethinyl estradiol, and ferrous fumarate",KIT,,20160501,,NDA,NDA204426,"Allergan, Inc.",,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6082,HUMAN PRESCRIPTION DRUG,INFeD,,Iron Dextran,INJECTION,INTRAMUSCULAR; INTRAVENOUS,19740429,,NDA,NDA017441,"Allergan, Inc.",IRON DEXTRAN,50,mg/mL,"Iron [CS], Parenteral Iron Replacement [EPC], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6118,HUMAN PRESCRIPTION DRUG,Condylox,,podofilox,GEL,TOPICAL,19970313,,NDA,NDA020529,"Allergan, Inc.",PODOFILOX,5,mg/g,Decreased Mitosis [PE],,N,20251231,L30.9,"[{""icd10_code"":""L30.9"",""description"":""Dermatitis, unspecified"",""confidence"":0.6,""context"":""skin condition""},{""icd10_code"":""L20.9"",""description"":""Atopic dermatitis, unspecified"",""confidence"":0.2,""context"":""eczema""},{""icd10_code"":""L40.9"",""description"":""Psoriasis, unspecified"",""confidence"":0.2,""context"":""psoriasis""}]",0.60
0023-6142,HUMAN PRESCRIPTION DRUG,RAPAFLO,,silodosin,CAPSULE,ORAL,20090323,20260331,NDA,NDA022206,"Allergan, Inc.",SILODOSIN,8,mg/1,"Adrenergic alpha-Antagonists [MoA], alpha-Adrenergic Blocker [EPC]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6147,HUMAN PRESCRIPTION DRUG,RAPAFLO,,silodosin,CAPSULE,ORAL,20090323,20260331,NDA,NDA022206,"Allergan, Inc.",SILODOSIN,4,mg/1,"Adrenergic alpha-Antagonists [MoA], alpha-Adrenergic Blocker [EPC]",,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6150,HUMAN PRESCRIPTION DRUG,Crinone,,progesterone,GEL,VAGINAL,19970513,,NDA,NDA020701,"Allergan, Inc.",PROGESTERONE,45,mg/1.125g,"Progesterone [CS], Progesterone [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6151,HUMAN PRESCRIPTION DRUG,Crinone,,progesterone,GEL,VAGINAL,19970513,,NDA,NDA020701,"Allergan, Inc.",PROGESTERONE,90,mg/1.125g,"Progesterone [CS], Progesterone [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6153,HUMAN PRESCRIPTION DRUG,OXYTROL,,Oxybutynin,PATCH,TRANSDERMAL,20030226,,NDA,NDA021351,"Allergan, Inc.",OXYBUTYNIN,3.9,mg/d,"Cholinergic Muscarinic Antagonist [EPC], Cholinergic Muscarinic Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6498,HUMAN PRESCRIPTION DRUG,UBRELVY,,ubrogepant,TABLET,ORAL,20191223,,NDA,NDA211765,"Allergan, Inc.",UBROGEPANT,50,mg/1,"Calcitonin Gene-related Peptide Receptor Antagonist [EPC], Calcitonin Gene-related Peptide Receptor Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6501,HUMAN PRESCRIPTION DRUG,UBRELVY,,ubrogepant,TABLET,ORAL,20191223,,NDA,NDA211765,"Allergan, Inc.",UBROGEPANT,100,mg/1,"Calcitonin Gene-related Peptide Receptor Antagonist [EPC], Calcitonin Gene-related Peptide Receptor Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-6630,HUMAN OTC DRUG,Refresh Relieva,,"Carboxymethylcellulose sodium, Glycerin",SOLUTION/ DROPS,OPHTHALMIC,20190722,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.",CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN,5; 9,mg/mL; mg/mL,"Allergens [CS], Cell-mediated Immunity [PE], Glycerol [CS], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Chemical Allergen [EPC]",,N,20261231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-6634,HUMAN OTC DRUG,Refresh Relieva Preservative Free,,Carboxymethylcellulose sodium and Glycerin,SOLUTION/ DROPS,OPHTHALMIC,20190726,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.",CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN,5; 9,mg/mL; mg/mL,"Allergens [CS], Cell-mediated Immunity [PE], Glycerol [CS], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Chemical Allergen [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-6934,HUMAN OTC DRUG,OcuMend,Healing Gels,Arnica Montana and Ledum Palustre Twig,PATCH,TOPICAL,20200901,,UNAPPROVED HOMEOPATHIC,,"Allergan, Inc.",ARNICA MONTANA; LEDUM PALUSTRE TWIG,50; 50,[hp_X]/1; [hp_X]/1,,,N,20251231,L30.9,"[{""icd10_code"":""L30.9"",""description"":""Dermatitis, unspecified"",""confidence"":0.6,""context"":""skin condition""},{""icd10_code"":""L20.9"",""description"":""Atopic dermatitis, unspecified"",""confidence"":0.2,""context"":""eczema""},{""icd10_code"":""L40.9"",""description"":""Psoriasis, unspecified"",""confidence"":0.2,""context"":""psoriasis""}]",0.60
0023-6952,HUMAN OTC DRUG,Refresh Digital,,"Carboxymethylcellulose sodium, Glycerin, Polysorbate 80",SOLUTION/ DROPS,OPHTHALMIC,20200801,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.",CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN; POLYSORBATE 80,5; 10; 5,mg/mL; mg/mL; mg/mL,"Allergens [CS], Cell-mediated Immunity [PE], Glycerol [CS], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Chemical Allergen [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-6954,HUMAN OTC DRUG,Refresh Digital PF,,"Carboxymethylcellulose sodium, Glycerin and Polysorbate 80",SOLUTION/ DROPS,OPHTHALMIC,20200801,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.",CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN; POLYSORBATE 80,5; 10; 5,mg/mL; mg/mL; mg/mL,"Allergens [CS], Cell-mediated Immunity [PE], Glycerol [CS], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Chemical Allergen [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-7151,HUMAN OTC DRUG,REFRESH Optive Mega-3,,"Carboxymethylcellulose sodium, Glycerin and Polysorbate 80",SOLUTION/ DROPS,OPHTHALMIC,20210615,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.",CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN; POLYSORBATE 80,5; 10; 5,mg/mL; mg/mL; mg/mL,"Allergens [CS], Cell-mediated Immunity [PE], Glycerol [CS], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Chemical Allergen [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-8335,HUMAN PRESCRIPTION DRUG,TAZORAC,,tazarotene,GEL,CUTANEOUS,19970801,,NDA,NDA020600,"Allergan, Inc.",TAZAROTENE,0.5,mg/g,"Retinoid [EPC], Retinoids [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-8842,HUMAN PRESCRIPTION DRUG,ALOCRIL,,nedocromil sodium,SOLUTION/ DROPS,OPHTHALMIC,20000203,,NDA,NDA021009,"Allergan, Inc.",NEDOCROMIL SODIUM,20,mg/mL,"Decreased Histamine Release [PE], Mast Cell Stabilizer [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9163,HUMAN PRESCRIPTION DRUG,RESTASIS,,cyclosporine,EMULSION,OPHTHALMIC,20030401,,NDA,NDA050790,"Allergan, Inc.",CYCLOSPORINE,0.5,mg/mL,"Calcineurin Inhibitor Immunosuppressant [EPC], Calcineurin Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9177,HUMAN PRESCRIPTION DRUG,ALPHAGAN P,,brimonidine tartrate,SOLUTION/ DROPS,OPHTHALMIC,20010710,,NDA,NDA021262,"Allergan, Inc.",BRIMONIDINE TARTRATE,1.5,mg/mL,"Adrenergic alpha-Agonists [MoA], alpha-Adrenergic Agonist [EPC]",,N,20261231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9205,HUMAN OTC DRUG,REFRESH LIQUIGEL,,Carboxymethylcellulose sodium,GEL,OPHTHALMIC,20011004,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.","CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED",10,mg/mL,,,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9211,HUMAN PRESCRIPTION DRUG,COMBIGAN,,"brimonidine tartrate, timolol maleate",SOLUTION/ DROPS,OPHTHALMIC,20071114,,NDA,NDA021398,"Allergan, Inc.",BRIMONIDINE TARTRATE; TIMOLOL MALEATE,2; 5,mg/mL; mg/mL,"Adrenergic alpha-Agonists [MoA], Adrenergic beta-Antagonists [MoA], alpha-Adrenergic Agonist [EPC], beta-Adrenergic Blocker [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9232,HUMAN PRESCRIPTION DRUG,BOTOX Cosmetic,,onabotulinumtoxinA,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,20080520,,BLA,BLA103000,"Allergan, Inc.",BOTULINUM TOXIN TYPE A,100,[USP'U]/1,"Acetylcholine Release Inhibitor [EPC], Acetylcholine Release Inhibitors [MoA], Neuromuscular Blockade [PE], Neuromuscular Blocker [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-9277,HUMAN PRESCRIPTION DRUG,ACULAR LS,,Ketorolac Tromethamine,SOLUTION/ DROPS,OPHTHALMIC,20030819,,NDA,NDA021528,"Allergan, Inc.",KETOROLAC TROMETHAMINE,4,mg/mL,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitor [EPC], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9321,HUMAN PRESCRIPTION DRUG,ALPHAGAN P,,brimonidine tartrate,SOLUTION/ DROPS,OPHTHALMIC,20060125,,NDA,NDA021770,"Allergan, Inc.",BRIMONIDINE TARTRATE,1,mg/mL,"Adrenergic alpha-Agonists [MoA], alpha-Adrenergic Agonist [EPC]",,N,20261231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9537,HUMAN OTC DRUG,Refresh RELIEVA PF,,Carboxymethylcellulose sodium and Glycerin,SOLUTION/ DROPS,OPHTHALMIC,20200925,,OTC MONOGRAPH DRUG,M018,"Allergan, Inc.",CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN,5; 10,mg/mL; mg/mL,"Allergens [CS], Cell-mediated Immunity [PE], Glycerol [CS], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Chemical Allergen [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0023-9637,HUMAN OTC DRUG,Oxytrol for Women,,Oxybutynin,PATCH,TRANSDERMAL,20160101,,NDA,NDA202211,"Allergan, Inc.",OXYBUTYNIN,3.9,mg/d,"Cholinergic Muscarinic Antagonist [EPC], Cholinergic Muscarinic Antagonists [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0023-9652,HUMAN PRESCRIPTION DRUG,DURYSTA,,bimatoprost,IMPLANT,INTRACAMERAL,20200304,,NDA,NDA211911,"Allergan, Inc.",BIMATOPROST,10,ug/1,"Prostaglandin Analog [EPC], Prostaglandins [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-0654,HUMAN PRESCRIPTION DRUG,Sarclisa,,isatuximab,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20200302,,BLA,BLA761113,Sanofi-Aventis U.S. LLC,ISATUXIMAB,100,mg/5mL,"Antibodies, Monoclonal [CS], CD38-directed Antibody Interactions [MoA], CD38-directed Cytolytic Antibody [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-0656,HUMAN PRESCRIPTION DRUG,Sarclisa,,isatuximab,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20200302,,BLA,BLA761113,Sanofi-Aventis U.S. LLC,ISATUXIMAB,500,mg/25mL,"Antibodies, Monoclonal [CS], CD38-directed Antibody Interactions [MoA], CD38-directed Cytolytic Antibody [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-1171,HUMAN PRESCRIPTION DRUG,Plavix,,clopidogrel,"TABLET, FILM COATED",ORAL,19971117,,NDA,NDA020839,Sanofi-Aventis U.S. LLC,CLOPIDOGREL BISULFATE,75,mg/1,"Cytochrome P450 2C8 Inhibitors [MoA], Decreased Platelet Aggregation [PE], P2Y12 Platelet Inhibitor [EPC], P2Y12 Receptor Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-1332,HUMAN PRESCRIPTION DRUG,Plavix,,clopidogrel,"TABLET, FILM COATED",ORAL,20090509,,NDA,NDA020839,Sanofi-Aventis U.S. LLC,CLOPIDOGREL BISULFATE,300,mg/1,"Cytochrome P450 2C8 Inhibitors [MoA], Decreased Platelet Aggregation [PE], P2Y12 Platelet Inhibitor [EPC], P2Y12 Receptor Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-1596,HUMAN PRESCRIPTION DRUG,Primaquine Phosphate,,Primaquine Phosphate,"TABLET, FILM COATED",ORAL,20110415,,NDA,NDA008316,Sanofi-Aventis U.S. LLC,PRIMAQUINE PHOSPHATE,15,mg/1,Antimalarial [EPC],,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-2792,HUMAN PRESCRIPTION DRUG,Ferrlecit,,sodium ferric gluconate complex,INJECTION,INTRAVENOUS,20110301,,NDA,NDA020955,sanofi-aventis U.S. LLC,SODIUM FERRIC GLUCONATE COMPLEX,12.5,mg/mL,"Iron [CS], Parenteral Iron Replacement [EPC], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-2794,HUMAN PRESCRIPTION DRUG,Ferrlecit,,sodium ferric gluconate complex,INJECTION,INTRAVENOUS,20140707,,NDA,NDA020955,sanofi-aventis U.S. LLC,SODIUM FERRIC GLUCONATE COMPLEX,12.5,mg/mL,"Iron [CS], Parenteral Iron Replacement [EPC], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-4142,HUMAN PRESCRIPTION DRUG,Multaq,,Dronedarone,"TABLET, FILM COATED",ORAL,20090701,,NDA,NDA022425,Sanofi-Aventis U.S. LLC,DRONEDARONE,400,mg/1,"Antiarrhythmic [EPC], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], P-Glycoprotein Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-4512,HUMAN PRESCRIPTION DRUG,Fexinidazole,,Fexinidazole,TABLET,ORAL,20210716,,NDA,NDA214429,Sanofi-Aventis U.S. LLC,FEXINIDAZOLE,600,mg/1,"Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2B6 Inhibitors [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 3A5 Inhibitors [MoA], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Multidrug and Toxin Extrusion Transporter 2 K Inhibitors [MoA], Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS], Organic Anion Transporter 1 Inhibitors [MoA], Organic Anion Transporter 3 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5150,HUMAN PRESCRIPTION DRUG,Elitek,,rasburicase,KIT,,20020712,,BLA,BLA103946,Sanofi-Aventis U.S. LLC,,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5151,HUMAN PRESCRIPTION DRUG,Elitek,,rasburicase,KIT,,20060601,,BLA,BLA103946,Sanofi-Aventis U.S. LLC,,,,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5401,HUMAN PRESCRIPTION DRUG,Ambien,,zolpidem tartrate,"TABLET, FILM COATED",ORAL,19930401,20261031,NDA,NDA019908,Sanofi-Aventis U.S. LLC,ZOLPIDEM TARTRATE,5,mg/1,"Central Nervous System Depression [PE], GABA A Receptor Positive Modulators [MoA], gamma-Aminobutyric Acid A Receptor Positive Modulator [EPC]",CIV,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5421,HUMAN PRESCRIPTION DRUG,Ambien,,zolpidem tartrate,"TABLET, FILM COATED",ORAL,19930401,20260930,NDA,NDA019908,Sanofi-Aventis U.S. LLC,ZOLPIDEM TARTRATE,10,mg/1,"Central Nervous System Depression [PE], GABA A Receptor Positive Modulators [MoA], gamma-Aminobutyric Acid A Receptor Positive Modulator [EPC]",CIV,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5501,HUMAN PRESCRIPTION DRUG,Ambien,CR,zolpidem tartrate,"TABLET, COATED",ORAL,20050919,20260430,NDA,NDA021774,Sanofi-Aventis U.S. LLC,ZOLPIDEM TARTRATE,6.25,mg/1,"Central Nervous System Depression [PE], GABA A Receptor Positive Modulators [MoA], gamma-Aminobutyric Acid A Receptor Positive Modulator [EPC]",CIV,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5521,HUMAN PRESCRIPTION DRUG,Ambien,CR,zolpidem tartrate,"TABLET, COATED",ORAL,20050919,20260731,NDA,NDA021774,Sanofi-Aventis U.S. LLC,ZOLPIDEM TARTRATE,12.5,mg/1,"Central Nervous System Depression [PE], GABA A Receptor Positive Modulators [MoA], gamma-Aminobutyric Acid A Receptor Positive Modulator [EPC]",CIV,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0024-5761,HUMAN PRESCRIPTION DRUG,Soliqua 100/33,,insulin glargine and lixisenatide,"INJECTION, SOLUTION",SUBCUTANEOUS,20161121,,BLA,BLA208673,sanofi-aventis U.S. LLC,INSULIN GLARGINE; LIXISENATIDE,100; 33,U/mL; ug/mL,"GLP-1 Receptor Agonist [EPC], Glucagon-Like Peptide 1 [CS], Glucagon-like Peptide-1 (GLP-1) Agonists [MoA], Insulin Analog [EPC], Insulin [CS]",,N,20251231,E11.9,"[{""icd10_code"":""E10.9"",""description"":""Type 1 diabetes mellitus without complications"",""confidence"":0.3,""context"":""insulin-dependent""},{""icd10_code"":""E11.9"",""description"":""Type 2 diabetes mellitus without complications"",""confidence"":0.6,""context"":""most common""},{""icd10_code"":""E13.9"",""description"":""Other specified diabetes mellitus without complications"",""confidence"":0.1,""context"":""secondary diabetes""}]",0.60
