NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0078-0846,CELLULAR THERAPY,KYMRIAH,,tisagenlecleucel,"INJECTION, SUSPENSION",INTRAVENOUS,20170830,,BLA,BLA125646,Novartis Pharmaceuticals Corporation,TISAGENLECLEUCEL,2000000,1-Jan,"CD19 Receptor Interactions [MoA], CD19-directed Chimeric Antigen Receptor [EPC], CD19-specific Chimeric Antigen Receptor [CS], Genetically-modified Autologous T Cells [EPC], Increased T Lymphocyte Activation [PE], T Lymphocytes, Cultured, Autologous, Genetically-modified [EXT]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0855,HUMAN PRESCRIPTION DRUG,CIPRO,HC,ciprofloxacin hydrochloride and hydrocortisone,SUSPENSION/ DROPS,AURICULAR (OTIC),19990315,,NDA,NDA020805,Novartis Pharmaceuticals Corporation,CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,2; 10,mg/mL; mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]",,N,20251231,H60.9,"[{""icd10_code"":""H60.9"",""description"":""Unspecified otitis externa"",""confidence"":0.5,""context"":""ear infection""},{""icd10_code"":""H61.20"",""description"":""Impacted cerumen, unspecified ear"",""confidence"":0.3,""context"":""ear wax""},{""icd10_code"":""H92.09"",""description"":""Otalgia, unspecified ear"",""confidence"":0.2,""context"":""ear pain""}]",0.50
0078-0860,HUMAN PRESCRIPTION DRUG,KISQALI,,ribociclib,"TABLET, FILM COATED",ORAL,20170313,,NDA,NDA209092,Novartis Pharmaceuticals Corporation,RIBOCICLIB SUCCINATE,200,mg/1,"Cytochrome P450 3A Inhibitors [MoA], Kinase Inhibitor [EPC], Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0862,HUMAN PRESCRIPTION DRUG,DUREZOL,,difluprednate,EMULSION,OPHTHALMIC,20110125,,NDA,NDA022212,Novartis Pharmaceuticals Corporation,DIFLUPREDNATE,0.5,mg/mL,,,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0867,HUMAN PRESCRIPTION DRUG,KISQALI,,ribociclib,"TABLET, FILM COATED",ORAL,20170313,,NDA,NDA209092,Novartis Pharmaceuticals Corporation,RIBOCICLIB SUCCINATE,200,mg/1,"Cytochrome P450 3A Inhibitors [MoA], Kinase Inhibitor [EPC], Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0874,HUMAN PRESCRIPTION DRUG,KISQALI,,ribociclib,"TABLET, FILM COATED",ORAL,20170313,,NDA,NDA209092,Novartis Pharmaceuticals Corporation,RIBOCICLIB SUCCINATE,200,mg/1,"Cytochrome P450 3A Inhibitors [MoA], Kinase Inhibitor [EPC], Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0876,HUMAN PRESCRIPTION DRUG,TobraDex,,tobramycin and dexamethasone,OINTMENT,OPHTHALMIC,19881015,,NDA,NDA050616,Novartis Pharmaceuticals Corporation,DEXAMETHASONE; TOBRAMYCIN,1; 3,mg/g; mg/g,"Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20261231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0883,HUMAN PRESCRIPTION DRUG,ADAKVEO,,crizanlizumab,INJECTION,INTRAVENOUS,20191115,,BLA,BLA761128,Novartis Pharmaceuticals Corporation,CRIZANLIZUMAB,10,mg/mL,"P-Selectin Blockers [MoA], Selectin Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0897,HUMAN PRESCRIPTION DRUG,TRIESENCE,,triamcinolone acetonide,"INJECTION, SUSPENSION",OPHTHALMIC,20241001,,NDA,NDA022048,Novartis Pharmaceuticals Corporation,TRIAMCINOLONE ACETONIDE,40,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0909,HUMAN PRESCRIPTION DRUG,KISQALI FEMARA CO-PACK,,letrozole and ribociclib,KIT,,20170504,20260831,NDA,NDA209935,Novartis Pharmaceuticals Corporation,,,,,,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0911,HUMAN PRESCRIPTION DRUG,Xiidra,,Lifitegrast,SOLUTION/ DROPS,OPHTHALMIC,20160711,,NDA,NDA208073,Novartis Pharmaceuticals Corporation,LIFITEGRAST,50,mg/mL,"Lymphocyte Function-Associated Antigen-1 Antagonist [EPC], Lymphocyte Function-Associated Antigen-1 Antagonists [MoA]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0916,HUMAN PRESCRIPTION DRUG,KISQALI FEMARA CO-PACK,,letrozole and ribociclib,KIT,,20170504,20260831,NDA,NDA209935,Novartis Pharmaceuticals Corporation,,,,,,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0923,HUMAN PRESCRIPTION DRUG,KISQALI FEMARA CO-PACK,,letrozole and ribociclib,KIT,,20170504,20260831,NDA,NDA209935,Novartis Pharmaceuticals Corporation,,,,,,N,,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0925,HUMAN PRESCRIPTION DRUG,Maxidex,,dexamethasone,SUSPENSION/ DROPS,OPHTHALMIC,19660515,20250930,NDA,NDA013422,Novartis Pharmaceuticals Corporation,DEXAMETHASONE,1,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0937,HUMAN PRESCRIPTION DRUG,EGATEN,,triclabendazole,TABLET,ORAL,20190213,,NDA,NDA208711,Novartis Pharmaceuticals Corporation,TRICLABENDAZOLE,250,mg/1,"Anthelmintic [EPC], Anthelmintics [CS], Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2A6 Inhibitors [MoA], Cytochrome P450 2B6 Inhibitors [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0946,HUMAN PRESCRIPTION DRUG,Travatan Z,,travoprost,SOLUTION/ DROPS,OPHTHALMIC,20061020,,NDA,NDA021994,Novartis Pharmaceuticals Corporation,TRAVOPROST,0.04,mg/mL,"Prostaglandin Analog [EPC], Prostaglandins [CS]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0951,HUMAN PRESCRIPTION DRUG,Tasigna,,nilotinib,CAPSULE,ORAL,20071029,,NDA,NDA022068,Novartis Pharmaceuticals Corporation,NILOTINIB HYDROCHLORIDE MONOHYDRATE,50,mg/1,"Bcr-Abl Tyrosine Kinase Inhibitors [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C8 Inducers [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Kinase Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], UGT1A1 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0953,HUMAN PRESCRIPTION DRUG,TobraDex,,tobramycin and dexamethasone,SUSPENSION/ DROPS,OPHTHALMIC,19880915,,NDA,NDA050592,Novartis Pharmaceuticals Corporation,DEXAMETHASONE; TOBRAMYCIN,1; 3,mg/mL; mg/mL,"Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0078-0958,CELLULAR THERAPY,KYMRIAH,,tisagenlecleucel,"INJECTION, SUSPENSION",INTRAVENOUS,20180501,,BLA,BLA125646,Novartis Pharmaceuticals Corporation,TISAGENLECLEUCEL,60000000,1-Jan,"CD19 Receptor Interactions [MoA], CD19-directed Chimeric Antigen Receptor [EPC], CD19-specific Chimeric Antigen Receptor [CS], Genetically-modified Autologous T Cells [EPC], Increased T Lymphocyte Activation [PE], T Lymphocytes, Cultured, Autologous, Genetically-modified [EXT]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0965,HUMAN PRESCRIPTION DRUG,Gilenya,,Fingolimod hcl,CAPSULE,ORAL,20100921,,NDA,NDA022527,Novartis Pharmaceuticals Corporation,FINGOLIMOD HYDROCHLORIDE,0.25,mg/1,"Sphingosine 1-Phosphate Receptor Modulators [MoA], Sphingosine 1-phosphate Receptor Modulator [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0972,HUMAN PRESCRIPTION DRUG,PROMACTA,,eltrombopag olamine,"POWDER, FOR SUSPENSION",ORAL,20180927,,NDA,NDA207027,Novartis Pharmaceuticals Corporation,ELTROMBOPAG OLAMINE,12.5,mg/1,"Breast Cancer Resistance Protein Inhibitors [MoA], Increased Megakaryocyte Maturation [PE], Increased Platelet Production [PE], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Thrombopoietin Receptor Agonist [EPC], Thrombopoietin Receptor Agonists [MoA], UGT1A1 Inhibitors [MoA], UGT1A3 Inhibitors [MoA], UGT1A4 Inhibitors [MoA], UGT1A6 Inhibitors [MoA], UGT1A9 Inhibitors [MoA], UGT2B15 Inhibitors [MoA], UGT2B7 Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0979,HUMAN PRESCRIPTION DRUG,MAYZENT,,siponimod,"TABLET, FILM COATED",ORAL,20190326,,NDA,NDA209884,Novartis Pharmaceuticals Corporation,SIPONIMOD,0.25,mg/1,"Sphingosine 1-Phosphate Receptor Modulators [MoA], Sphingosine 1-phosphate Receptor Modulator [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-0986,HUMAN PRESCRIPTION DRUG,MAYZENT,,siponimod,"TABLET, FILM COATED",ORAL,20190326,,NDA,NDA209884,Novartis Pharmaceuticals Corporation,SIPONIMOD,2,mg/1,"Sphingosine 1-Phosphate Receptor Modulators [MoA], Sphingosine 1-phosphate Receptor Modulator [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1000,HUMAN PRESCRIPTION DRUG,LEQVIO,,inclisiran,"INJECTION, SOLUTION",SUBCUTANEOUS,20211222,,NDA,NDA214012,Novartis Pharmaceuticals Corporation,INCLISIRAN SODIUM,284,mg/1.5mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1007,HUMAN PRESCRIPTION DRUG,KESIMPTA,,ofatumumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20091026,,BLA,BLA125326,Novartis Pharmaceuticals Corporation,OFATUMUMAB,20,mg/.4mL,"CD20-directed Antibody Interactions [MoA], CD20-directed Cytolytic Antibody [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1014,HUMAN PRESCRIPTION DRUG,MAYZENT,,siponimod,"TABLET, FILM COATED",ORAL,20190326,,NDA,NDA209884,Novartis Pharmaceuticals Corporation,SIPONIMOD,1,mg/1,"Sphingosine 1-Phosphate Receptor Modulators [MoA], Sphingosine 1-phosphate Receptor Modulator [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1021,HUMAN PRESCRIPTION DRUG,VIJOICE,,alpelisib,TABLET,ORAL,20220405,,NDA,NDA215039,Novartis Pharmaceuticals Corporation,ALPELISIB,50,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1028,HUMAN PRESCRIPTION DRUG,VIJOICE,,alpelisib,TABLET,ORAL,20220405,,NDA,NDA215039,Novartis Pharmaceuticals Corporation,ALPELISIB,125,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1035,HUMAN PRESCRIPTION DRUG,VIJOICE,,alpelisib,KIT,,20220405,,NDA,NDA215039,Novartis Pharmaceuticals Corporation,,,,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1056,HUMAN PRESCRIPTION DRUG,COSENTYX,,secukinumab,INJECTION,SUBCUTANEOUS,20150121,,BLA,BLA125504,Novartis Pharmaceuticals Corporation,SECUKINUMAB,75,mg/.5mL,"Interleukin-17A Antagonist [EPC], Interleukin-17A Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1070,HUMAN PRESCRIPTION DRUG,COSENTYX,,secukinumab,INJECTION,SUBCUTANEOUS,20150121,,BLA,BLA125504,Novartis Pharmaceuticals Corporation,SECUKINUMAB,300,mg/2mL,"Interleukin-17A Antagonist [EPC], Interleukin-17A Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1077,HUMAN PRESCRIPTION DRUG,VOTRIENT,,pazopanib hydrochloride,"TABLET, FILM COATED",ORAL,20160712,,NDA,NDA022465,Novartis Pharmaceuticals Corporation,PAZOPANIB HYDROCHLORIDE,200,mg/1,"Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1091,HUMAN PRESCRIPTION DRUG,SCEMBLIX,,asciminib,"TABLET, FILM COATED",ORAL,20211029,,NDA,NDA215358,Novartis Pharmaceuticals Corporation,ASCIMINIB HYDROCHLORIDE,20,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1098,HUMAN PRESCRIPTION DRUG,SCEMBLIX,,asciminib,"TABLET, FILM COATED",ORAL,20211029,,NDA,NDA215358,Novartis Pharmaceuticals Corporation,ASCIMINIB HYDROCHLORIDE,40,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1105,HUMAN PRESCRIPTION DRUG,Mekinist,,trametinib,"TABLET, FILM COATED",ORAL,20160317,,NDA,NDA204114,Novartis Pharmaceuticals Corporation,TRAMETINIB DIMETHYL SULFOXIDE,0.5,mg/1,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1112,HUMAN PRESCRIPTION DRUG,Mekinist,,trametinib,"TABLET, FILM COATED",ORAL,20160317,,NDA,NDA204114,Novartis Pharmaceuticals Corporation,TRAMETINIB DIMETHYL SULFOXIDE,2,mg/1,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1154,HUMAN PRESCRIPTION DRUG,Tafinlar,,dabrafenib,"TABLET, FOR SUSPENSION",ORAL,20230316,,NDA,NDA217514,Novartis Pharmaceuticals Corporation,DABRAFENIB MESYLATE,10,mg/1,"Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 2C8 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A4 Inducers [MoA], Kinase Inhibitor [EPC], Organic Anion Transporter 1 Inhibitors [MoA], Organic Anion Transporter 3 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1161,HUMAN PRESCRIPTION DRUG,Mekinist,,trametinib,"POWDER, FOR SOLUTION",ORAL,20230316,,NDA,NDA217513,Novartis Pharmaceuticals Corporation,TRAMETINIB DIMETHYL SULFOXIDE,0.05,mg/mL,"Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1168,HUMAN PRESCRIPTION DRUG,COSENTYX,,secukinumab,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20231006,,BLA,BLA761349,Novartis Pharmaceuticals Corporation,SECUKINUMAB,25,mg/mL,"Interleukin-17A Antagonist [EPC], Interleukin-17A Antagonists [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1175,HUMAN PRESCRIPTION DRUG,VIJOICE,,alpelisib,GRANULE,ORAL,20240424,,NDA,NDA218466,Novartis Pharmaceuticals Corporation,ALPELISIB,50,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1189,HUMAN PRESCRIPTION DRUG,FABHALTA,,iptacopan,CAPSULE,ORAL,20231205,,NDA,NDA218276,Novartis Pharmaceuticals Corporation,IPTACOPAN HYDROCHLORIDE,200,mg/1,"Complement Factor B Inhibitor [EPC], Complement Factor B Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1196,HUMAN PRESCRIPTION DRUG,SCEMBLIX,,asciminib,"TABLET, FILM COATED",ORAL,20211029,,NDA,NDA215358,Novartis Pharmaceuticals Corporation,ASCIMINIB HYDROCHLORIDE,100,mg/1,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1231,HUMAN PRESCRIPTION DRUG,ENTRESTO,,Sacubitril and Valsartan,PELLET,ORAL,20240412,,NDA,NDA218591,Novartis Pharmaceuticals Corporation,SACUBITRIL; VALSARTAN,6; 6,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1238,HUMAN PRESCRIPTION DRUG,ENTRESTO,,Sacubitril and Valsartan,PELLET,ORAL,20240412,,NDA,NDA218591,Novartis Pharmaceuticals Corporation,SACUBITRIL; VALSARTAN,15; 16,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-1420,HUMAN PRESCRIPTION DRUG,VANRAFIA,,atrasentan,"TABLET, FILM COATED",ORAL,20250402,,NDA,NDA219208,Novartis Pharmaceuticals Corporation,ATRASENTAN HYDROCHLORIDE,0.75,mg/1,,,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-9659,HUMAN PRESCRIPTION DRUG,ENTRESTO,,Sacubitril and Valsartan,"TABLET, FILM COATED",ORAL,20150707,,NDA,NDA207620,Novartis Pharmaceuticals Corporation,SACUBITRIL; VALSARTAN,24; 26,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0078-9777,HUMAN PRESCRIPTION DRUG,ENTRESTO,,Sacubitril and Valsartan,"TABLET, FILM COATED",ORAL,20150707,,NDA,NDA207620,Novartis Pharmaceuticals Corporation,SACUBITRIL; VALSARTAN,49; 51,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0085-1328,HUMAN PRESCRIPTION DRUG,NOXAFIL,,posaconazole,SUSPENSION,ORAL,20060915,,NDA,NDA022003,Merck Sharp & Dohme LLC,POSACONAZOLE,40,mg/mL,"Azole Antifungal [EPC], Azoles [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0085-1366,HUMAN PRESCRIPTION DRUG,TEMODAR,,Temozolomide,CAPSULE,ORAL,19990811,,NDA,NDA021029,Merck Sharp & Dohme LLC,TEMOZOLOMIDE,100,mg/1,"Alkylating Activity [MoA], Alkylating Drug [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0085-1381,HUMAN PRESCRIPTION DRUG,TEMODAR,,Temozolomide,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20090227,,NDA,NDA022277,Merck Sharp & Dohme LLC,TEMOZOLOMIDE,2.5,mg/mL,"Alkylating Activity [MoA], Alkylating Drug [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
